FromNode,ToNode,SourcePort,DestinationPort,Size,Priority,StartTime,EndTime,Duration
h26,h28,3,3,38462,0,+1004882064.0ns,+1004899660.0ns,17596
h1,h15,1,3,3149796,0,+1004628336.0ns,+1004907777.0ns,279441
h6,h21,2,1,5579491,0,+1000696516.0ns,+1004926428.0ns,4229912
h3,h21,2,1,109898,0,+1003517507.0ns,+1004932010.0ns,1414503
h18,h26,3,1,25068,0,+1004923692.0ns,+1004933350.0ns,9658
h2,h10,1,1,25068,0,+1004923692.0ns,+1004934140.0ns,10448
h6,h22,2,2,60382,0,+1003599349.0ns,+1004952623.0ns,1353274
h10,h20,2,1,4114136,0,+1002678310.0ns,+1004953665.0ns,2275355
h12,h21,2,2,4028083,0,+1002536102.0ns,+1004954124.0ns,2418022
h1,h5,1,1,59764,0,+1004952559.0ns,+1004967250.0ns,14691
h11,h10,1,1,14963,0,+1004974068.0ns,+1004980892.0ns,6824
h27,h26,3,1,14963,0,+1004974068.0ns,+1004980966.0ns,6898
h18,h28,3,1,194499,0,+1004945036.0ns,+1004981162.0ns,36126
h2,h12,1,1,194499,0,+1004945036.0ns,+1004984411.0ns,39375
h17,h21,3,1,59764,0,+1004952559.0ns,+1004998665.0ns,46106
h10,h8,1,1,809614,0,+1004876354.0ns,+1005020005.0ns,143651
h15,h13,1,1,66528,0,+1004998491.0ns,+1005024830.0ns,26339
h22,h18,3,3,781124,0,+1004837074.0ns,+1005026873.0ns,189799
h31,h29,3,1,66528,0,+1004998491.0ns,+1005032766.0ns,34275
h6,h2,1,3,781124,0,+1004837074.0ns,+1005039635.0ns,202561
h3,h20,2,2,178772,0,+1003591133.0ns,+1005050040.0ns,1458907
h7,h20,2,3,302185,0,+1004201845.0ns,+1005078541.0ns,876696
h17,h31,3,3,3149796,0,+1004628336.0ns,+1005079035.0ns,450699
h25,h30,3,1,52285,0,+1005065892.0ns,+1005079246.0ns,13354
h25,h27,3,1,6648745,0,+1002884823.0ns,+1005082947.0ns,2198124
h9,h14,1,1,52285,0,+1005065892.0ns,+1005084300.0ns,18408
h7,h20,2,2,46980,0,+1003813501.0ns,+1005085721.0ns,1272220
h32,h27,3,2,6670072,0,+1002793326.0ns,+1005087056.0ns,2293730
h26,h19,3,2,147050,0,+1005068862.0ns,+1005087663.0ns,18801
h11,h20,2,2,17345,0,+1004188941.0ns,+1005091492.0ns,902551
h1,h7,1,1,75061,0,+1005077871.0ns,+1005094818.0ns,16947
h10,h21,2,4,97629,0,+1003554547.0ns,+1005096131.0ns,1541584
h18,h27,3,3,32289,0,+1005095503.0ns,+1005105584.0ns,10081
h10,h3,1,2,147050,0,+1005068862.0ns,+1005115927.0ns,47065
h31,h17,3,1,1315983,0,+1004614300.0ns,+1005130097.0ns,515797
h27,h20,3,1,302264,0,+1003328827.0ns,+1005137812.0ns,1808985
h7,h6,1,1,41430,0,+1005132584.0ns,+1005140468.0ns,7884
h2,h23,2,1,653275,0,+1004248113.0ns,+1005142629.0ns,894516
h23,h22,3,1,41430,0,+1005132584.0ns,+1005144778.0ns,12194
h17,h23,3,1,75061,0,+1005077871.0ns,+1005153434.0ns,75563
